"DeviceID","DeviceType","Model","Location","HealthStatus","UptimeDays","FirmwareVersion","LastSeen","CPUUtilization","MemoryUtilization","PortUtilization"
"NET-0207","Access Switch","Cisco Catalyst 9200","Shady Grove Elem","Healthy","32","17.7.4","2026-02-18 23:52:41","61","72","45"
"NET-0208","Access Switch","Cisco Catalyst 9200","Shady Grove Elem","Healthy","18","17.8.3","2026-02-19 14:52:41","22","33","76"
"NET-0209","Access Switch","Cisco Catalyst 9200","Timber Creek HS","Healthy","296","17.8.1","2026-02-19 09:52:41","42","42","68"
"NET-0210","Access Switch","Cisco Catalyst 9200","North Star Elem","Healthy","285","17.6.2","2026-02-19 08:52:41","72","79","54"
"NET-0211","Access Switch","Cisco Catalyst 9200","Transportation Center","Healthy","178","17.6.2","2026-02-19 07:52:41","25","35","88"
"NET-0212","Access Switch","Cisco Catalyst 9200","Parkwood Elem","Healthy","275","17.8.4","2026-02-19 07:52:41","72","66","66"
"NET-0213","Access Switch","Cisco Catalyst 9200","Stadium Complex","Healthy","182","17.7.3","2026-02-19 06:52:41","52","60","71"
"NET-0214","Access Switch","Cisco Catalyst 9200","Trinity Springs MS","Healthy","335","17.6.4","2026-02-19 02:52:41","55","59","51"
"NET-0215","Access Switch","Cisco Catalyst 9200","Parkview Elem","Healthy","333","17.6.1","2026-02-19 14:52:41","31","42","60"
"NET-0216","Access Switch","Cisco Catalyst 9200","Willis Lane Elem","Healthy","201","17.8.1","2026-02-18 17:52:41","31","31","65"
"NET-0217","Access Switch","Cisco Catalyst 9200","Timberview MS","Healthy","1","17.8.1","2026-02-19 15:52:41","73","52","48"
"NET-0218","Access Switch","Cisco Catalyst 9200","Parkwood Elem","Critical","293","17.6.3","2026-02-19 09:52:41","45","61","55"
"NET-0219","Access Switch","Cisco Catalyst 9200","Willowbrook Elem","Healthy","175","17.6.3","2026-02-19 05:52:41","63","32","73"
"NET-0220","Access Switch","Cisco Catalyst 9200","Trinity Springs MS","Warning","61","17.6.2","2026-02-18 19:52:41","43","31","85"
"NET-0221","Access Switch","Cisco Catalyst 9200","Hillwood MS","Warning","76","17.6.3","2026-02-19 12:52:41","70","71","85"
"NET-0222","Access Switch","Cisco Catalyst 9200","Keller HS","Healthy","226","17.6.3","2026-02-19 09:52:41","50","46","66"
"NET-0223","Access Switch","Cisco Catalyst 9200","Florence Elem","Healthy","283","17.8.1","2026-02-19 13:52:41","70","31","67"
"NET-0224","Access Switch","Cisco Catalyst 9200","Florence Elem","Healthy","243","17.6.4","2026-02-19 04:52:41","29","40","52"
"NET-0225","Access Switch","Cisco Catalyst 9200","Parkwood Elem","Healthy","142","17.7.1","2026-02-19 02:52:41","25","21","54"
"NET-0226","Access Switch","Cisco Catalyst 9200","Florence Elem","Healthy","359","17.7.2","2026-02-18 20:52:41","67","44","89"
"NET-0227","Access Switch","Cisco Catalyst 9200","Liberty Elem","Healthy","63","17.8.2","2026-02-19 14:52:41","34","46","71"
"NET-0228","Access Switch","Cisco Catalyst 9200","Ridgeview Elem","Warning","102","17.7.1","2026-02-19 04:52:41","52","40","76"
"NET-0229","Access Switch","Cisco Catalyst 9200","Willowbrook Elem","Healthy","178","17.7.1","2026-02-19 16:52:41","31","30","47"
"NET-0230","Access Switch","Cisco Catalyst 9200","Indian Springs MS","Healthy","120","17.6.1","2026-02-18 20:52:41","57","39","52"
"NET-0231","Access Switch","Cisco Catalyst 9200","Basswood Elem","Healthy","250","17.6.4","2026-02-19 12:52:41","20","50","71"
"NET-0232","Access Switch","Cisco Catalyst 9200","Basswood Elem","Healthy","141","17.8.1","2026-02-19 13:52:41","60","75","51"
"NET-0233","Access Switch","Cisco Catalyst 9200","Timberview MS","Healthy","63","17.8.2","2026-02-19 16:52:41","20","37","66"
"NET-0234","Access Switch","Cisco Catalyst 9200","Shady Grove Elem","Healthy","174","17.7.3","2026-02-19 09:52:41","42","39","57"
"NET-0235","Access Switch","Cisco Catalyst 9200","Timberview MS","Healthy","2","17.8.3","2026-02-18 18:52:41","29","36","88"
"NET-0236","Access Switch","Cisco Catalyst 9200","Central HS","Healthy","166","17.6.3","2026-02-19 07:52:41","32","70","50"
"NET-0237","Access Switch","Cisco Catalyst 9200","Basswood Elem","Healthy","305","17.6.1","2026-02-19 14:52:41","12","41","77"
"NET-0238","Access Switch","Cisco Catalyst 9200","Administrative Center","Healthy","186","17.8.2","2026-02-18 21:52:41","19","44","77"
"NET-0239","Access Switch","Cisco Catalyst 9200","Parkwood Elem","Healthy","20","17.8.2","2026-02-19 00:52:41","13","73","70"
"NET-0240","Access Switch","Cisco Catalyst 9200","North Star Elem","Healthy","334","17.6.4","2026-02-18 17:52:41","35","31","86"
"NET-0241","Access Switch","Cisco Catalyst 9200","Willis Lane Elem","Warning","128","17.6.2","2026-02-18 19:52:41","27","72","83"
"NET-0242","Access Switch","Cisco Catalyst 9200","Ridgeview Elem","Healthy","99","17.7.3","2026-02-19 03:52:41","39","44","50"
"NET-0243","Wireless Controller","Cisco 9800","Basswood Elem","Healthy","219","17.7.1","2026-02-19 11:52:41","23","72","0"
"NET-0244","Wireless Controller","Cisco 9800","Timber Creek HS","Healthy","239","17.6.2","2026-02-19 13:52:41","20","43","0"
"NET-0245","Wireless Controller","Cisco 9800","Indian Springs MS","Warning","100","17.7.3","2026-02-19 15:52:41","69","45","0"
"NET-0246","Wireless Controller","Cisco 9800","Indian Springs MS","Healthy","196","17.8.4","2026-02-19 03:52:41","41","75","0"
"NET-0247","Wireless Controller","Cisco 9800","Transportation Center","Healthy","164","17.7.3","2026-02-18 18:52:41","36","77","0"
"NET-0248","Wireless Controller","Cisco 9800","Liberty Elem","Healthy","363","17.6.3","2026-02-19 12:52:41","57","66","0"
"NET-0249","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","232","17.6.1","2026-02-18 17:52:41","12","29","0"
"NET-0250","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","317","17.7.4","2026-02-19 05:52:41","14","64","0"
"NET-0251","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","292","17.7.1","2026-02-19 04:52:41","55","53","0"
"NET-0252","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","354","17.7.1","2026-02-19 09:52:41","37","53","0"
"NET-0253","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","333","17.6.1","2026-02-19 16:52:41","10","33","0"
"NET-0254","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","213","17.8.1","2026-02-19 10:52:41","48","74","0"
"NET-0255","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","5","17.6.2","2026-02-18 17:52:41","68","55","0"
"NET-0256","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","285","17.7.3","2026-02-19 05:52:41","24","67","0"
"NET-0257","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","265","17.6.3","2026-02-19 02:52:41","69","30","0"
"NET-0258","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","213","17.8.2","2026-02-19 05:52:41","32","73","0"
"NET-0259","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","335","17.8.1","2026-02-18 20:52:41","22","69","0"
"NET-0260","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","289","17.7.4","2026-02-19 08:52:41","54","65","0"
"NET-0261","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","184","17.6.1","2026-02-19 08:52:41","14","74","0"
"NET-0262","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","67","17.8.1","2026-02-19 08:52:41","54","31","0"
"NET-0263","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","167","17.7.3","2026-02-19 02:52:41","43","48","0"
"NET-0264","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","273","17.8.2","2026-02-19 06:52:41","19","33","0"
"NET-0265","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","322","17.6.2","2026-02-19 04:52:41","24","61","0"
"NET-0266","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","241","17.6.2","2026-02-19 08:52:41","23","64","0"
"NET-0267","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","235","17.7.1","2026-02-19 13:52:41","12","48","0"
"NET-0268","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","276","17.8.3","2026-02-19 07:52:41","52","24","0"
"NET-0269","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Warning","51","17.7.2","2026-02-18 20:52:41","50","28","0"
"NET-0270","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","250","17.8.4","2026-02-18 19:52:41","40","32","0"
"NET-0271","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Warning","239","17.6.4","2026-02-18 23:52:41","48","42","0"
"NET-0272","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","33","17.7.1","2026-02-19 04:52:41","29","52","0"
"NET-0273","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Warning","272","17.7.1","2026-02-19 01:52:41","65","66","0"
"NET-0274","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","321","17.6.4","2026-02-19 14:52:41","11","76","0"
"NET-0275","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","240","17.8.4","2026-02-19 09:52:41","64","28","0"
"NET-0276","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","354","17.7.2","2026-02-19 13:52:41","63","25","0"
"NET-0277","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","171","17.8.1","2026-02-18 18:52:41","10","62","0"
"NET-0278","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","310","17.6.3","2026-02-19 02:52:41","54","30","0"
"NET-0279","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","260","17.7.1","2026-02-18 19:52:41","27","76","0"
"NET-0280","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","182","17.7.1","2026-02-19 05:52:41","73","69","0"
"NET-0281","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","150","17.6.2","2026-02-19 03:52:41","19","38","0"
"NET-0282","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","320","17.8.3","2026-02-19 09:52:41","16","34","0"
"NET-0283","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","312","17.6.1","2026-02-18 21:52:41","65","48","0"
"NET-0284","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","26","17.7.3","2026-02-19 09:52:41","58","40","0"
"NET-0285","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","88","17.8.1","2026-02-18 18:52:41","11","42","0"
"NET-0286","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","44","17.6.4","2026-02-19 10:52:41","42","51","0"
"NET-0287","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","37","17.8.1","2026-02-19 12:52:41","40","35","0"
"NET-0288","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","20","17.7.3","2026-02-19 12:52:41","12","46","0"
"NET-0289","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","263","17.8.1","2026-02-18 22:52:41","47","27","0"
"NET-0290","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","336","17.8.4","2026-02-18 20:52:41","59","27","0"
"NET-0291","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","329","17.6.3","2026-02-19 05:52:41","52","66","0"
"NET-0292","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","89","17.7.2","2026-02-18 17:52:41","60","55","0"
"NET-0293","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","46","17.7.3","2026-02-19 01:52:41","26","29","0"
"NET-0294","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","78","17.6.2","2026-02-19 16:52:41","13","20","0"
"NET-0295","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","249","17.7.1","2026-02-18 20:52:41","11","28","0"
"NET-0296","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","196","17.6.2","2026-02-18 17:52:41","15","55","0"
"NET-0297","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","129","17.8.4","2026-02-18 20:52:41","74","37","0"
"NET-0298","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","135","17.8.1","2026-02-19 03:52:41","23","53","0"
"NET-0299","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","4","17.6.4","2026-02-19 03:52:41","73","75","0"
"NET-0300","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","313","17.6.1","2026-02-18 21:52:41","44","46","0"
"NET-0301","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","5","17.6.1","2026-02-19 02:52:41","10","22","0"
"NET-0302","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","362","17.7.2","2026-02-19 03:52:41","64","20","0"
"NET-0303","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","275","17.7.2","2026-02-19 07:52:41","53","42","0"
"NET-0304","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","115","17.7.4","2026-02-19 10:52:41","25","56","0"
"NET-0305","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","266","17.6.1","2026-02-19 06:52:41","71","72","0"
"NET-0306","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Warning","150","17.6.3","2026-02-19 06:52:41","58","46","0"
"NET-0307","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Warning","204","17.7.1","2026-02-19 10:52:41","40","35","0"
"NET-0308","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","117","17.8.4","2026-02-18 23:52:41","64","53","0"
"NET-0309","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","202","17.6.1","2026-02-18 18:52:41","15","57","0"
"NET-0310","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","86","17.8.2","2026-02-18 19:52:42","18","35","0"
"NET-0311","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","191","17.7.2","2026-02-19 07:52:42","33","21","0"
"NET-0312","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","233","17.6.2","2026-02-19 16:52:42","48","63","0"
"NET-0313","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","80","17.6.3","2026-02-19 03:52:42","50","37","0"
"NET-0314","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","206","17.6.3","2026-02-19 15:52:42","14","36","0"
"NET-0315","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","119","17.8.1","2026-02-19 12:52:42","64","68","0"
"NET-0316","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","246","17.8.4","2026-02-19 10:52:42","21","56","0"
"NET-0317","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","117","17.7.2","2026-02-19 11:52:42","29","58","0"
"NET-0318","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Warning","128","17.6.1","2026-02-19 16:52:42","16","57","0"
"NET-0319","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","316","17.6.1","2026-02-18 19:52:42","71","54","0"
"NET-0320","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","139","17.7.1","2026-02-19 16:52:42","69","38","0"
"NET-0321","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","106","17.6.1","2026-02-19 04:52:42","46","55","0"
"NET-0322","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","39","17.8.2","2026-02-19 16:52:42","57","27","0"
"NET-0323","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","155","17.7.3","2026-02-18 22:52:42","41","23","0"
"NET-0324","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","268","17.6.1","2026-02-18 19:52:42","44","40","0"
"NET-0325","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","269","17.8.2","2026-02-19 02:52:42","67","43","0"
"NET-0326","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","192","17.6.4","2026-02-18 17:52:42","21","32","0"
"NET-0327","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","183","17.8.4","2026-02-19 05:52:42","11","51","0"
"NET-0328","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","336","17.7.2","2026-02-19 13:52:42","53","48","0"
"NET-0329","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","146","17.8.2","2026-02-19 05:52:42","58","47","0"
"NET-0330","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","295","17.8.3","2026-02-19 05:52:42","17","30","0"
"NET-0331","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","254","17.7.2","2026-02-19 06:52:42","22","46","0"
"NET-0332","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","182","17.6.4","2026-02-19 09:52:42","52","29","0"
"NET-0333","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","352","17.8.4","2026-02-19 16:52:42","73","72","0"
"NET-0334","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","313","17.7.4","2026-02-18 19:52:42","66","68","0"
"NET-0335","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","198","17.6.3","2026-02-18 19:52:42","50","65","0"
"NET-0336","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","115","17.8.4","2026-02-19 06:52:42","48","41","0"
"NET-0337","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","46","17.8.3","2026-02-19 13:52:42","21","79","0"
"NET-0338","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","347","17.7.1","2026-02-19 12:52:42","33","47","0"
"NET-0339","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","191","17.6.3","2026-02-18 20:52:42","12","36","0"
"NET-0340","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","13","17.7.2","2026-02-19 08:52:42","33","35","0"
"NET-0341","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","284","17.7.1","2026-02-18 17:52:42","67","23","0"
"NET-0342","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","12","17.7.3","2026-02-19 02:52:42","70","72","0"
"NET-0343","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","173","17.6.4","2026-02-19 02:52:42","28","21","0"
"NET-0344","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","251","17.6.1","2026-02-19 05:52:42","43","64","0"
"NET-0345","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","91","17.7.1","2026-02-19 14:52:42","52","30","0"
"NET-0346","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","270","17.7.3","2026-02-19 09:52:42","40","63","0"
"NET-0347","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","198","17.7.1","2026-02-18 21:52:42","50","43","0"
"NET-0348","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","350","17.6.2","2026-02-19 01:52:42","62","60","0"
"NET-0349","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","235","17.8.1","2026-02-19 08:52:42","39","24","0"
"NET-0350","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","114","17.8.1","2026-02-19 15:52:42","58","68","0"
"NET-0351","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","216","17.6.1","2026-02-19 05:52:42","44","29","0"
"NET-0352","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","12","17.8.4","2026-02-19 02:52:42","57","55","0"
"NET-0353","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","23","17.8.2","2026-02-18 20:52:42","35","75","0"
"NET-0354","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","209","17.8.2","2026-02-19 09:52:42","35","53","0"
"NET-0355","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","217","17.8.1","2026-02-19 07:52:42","24","33","0"
"NET-0356","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","309","17.7.3","2026-02-19 02:52:42","73","59","0"
"NET-0357","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","301","17.6.1","2026-02-19 00:52:42","45","30","0"
"NET-0358","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","157","17.8.1","2026-02-19 11:52:42","55","38","0"
"NET-0359","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","90","17.7.3","2026-02-19 14:52:42","63","69","0"
"NET-0360","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","247","17.6.3","2026-02-19 13:52:42","69","23","0"
"NET-0361","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","153","17.7.4","2026-02-19 09:52:42","57","78","0"
"NET-0362","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","15","17.8.4","2026-02-19 14:52:42","69","77","0"
"NET-0363","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","101","17.6.4","2026-02-18 19:52:42","55","59","0"
"NET-0364","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Warning","232","17.6.2","2026-02-19 08:52:42","26","32","0"
"NET-0365","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","189","17.7.1","2026-02-19 09:52:42","27","76","0"
"NET-0366","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","74","17.7.1","2026-02-19 03:52:42","12","76","0"
"NET-0367","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","354","17.6.4","2026-02-18 18:52:42","31","79","0"
"NET-0368","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","359","17.8.1","2026-02-18 21:52:42","44","44","0"
"NET-0369","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","154","17.7.4","2026-02-19 10:52:42","58","73","0"
"NET-0370","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","202","17.8.2","2026-02-19 14:52:42","43","21","0"
"NET-0371","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","314","17.6.1","2026-02-19 12:52:42","46","66","0"
"NET-0372","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","230","17.7.3","2026-02-19 03:52:42","44","51","0"
"NET-0373","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","363","17.7.1","2026-02-19 13:52:42","68","77","0"
"NET-0374","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","65","17.7.4","2026-02-19 15:52:42","13","44","0"
"NET-0375","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","8","17.6.4","2026-02-19 00:52:42","46","35","0"
"NET-0376","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","146","17.6.4","2026-02-19 05:52:42","49","36","0"
"NET-0377","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Warning","151","17.6.3","2026-02-19 11:52:42","61","78","0"
"NET-0378","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","80","17.6.3","2026-02-19 01:52:42","58","52","0"
"NET-0379","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","259","17.7.4","2026-02-19 13:52:42","14","30","0"
"NET-0380","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","239","17.7.3","2026-02-19 00:52:42","59","54","0"
"NET-0381","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","153","17.7.3","2026-02-19 01:52:42","22","37","0"
"NET-0382","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","58","17.7.2","2026-02-19 08:52:42","56","20","0"
"NET-0383","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","135","17.8.4","2026-02-19 09:52:42","36","47","0"
"NET-0384","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Warning","44","17.8.3","2026-02-19 11:52:42","57","56","0"
"NET-0385","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","212","17.7.4","2026-02-18 22:52:42","44","74","0"
"NET-0386","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","21","17.6.2","2026-02-18 22:52:42","18","61","0"
"NET-0387","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","226","17.8.1","2026-02-18 21:52:42","54","39","0"
"NET-0388","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","36","17.7.3","2026-02-19 09:52:42","54","39","0"
"NET-0389","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","103","17.7.1","2026-02-18 20:52:42","22","45","0"
"NET-0390","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","280","17.8.4","2026-02-19 16:52:42","65","73","0"
"NET-0391","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","150","17.6.2","2026-02-19 08:52:42","68","33","0"
"NET-0392","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","206","17.7.3","2026-02-19 02:52:42","58","63","0"
"NET-0393","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","10","17.7.4","2026-02-19 09:52:42","57","42","0"
"NET-0394","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","111","17.6.3","2026-02-18 22:52:42","36","38","0"
"NET-0395","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","243","17.7.2","2026-02-19 03:52:42","38","65","0"
"NET-0396","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Warning","8","17.6.1","2026-02-19 07:52:42","70","78","0"
"NET-0397","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","213","17.7.1","2026-02-19 11:52:42","17","49","0"
"NET-0398","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","19","17.7.1","2026-02-19 03:52:42","60","26","0"
"NET-0399","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","177","17.8.3","2026-02-18 21:52:42","65","55","0"
"NET-0400","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","190","17.8.4","2026-02-18 20:52:42","55","37","0"
"NET-0401","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","7","17.8.4","2026-02-19 12:52:42","27","41","0"
"NET-0402","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","244","17.8.4","2026-02-18 17:52:42","36","79","0"
"NET-0403","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","174","17.7.1","2026-02-19 05:52:42","46","61","0"
"NET-0404","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","261","17.7.4","2026-02-19 05:52:42","44","33","0"
"NET-0405","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","87","17.8.2","2026-02-18 22:52:42","47","56","0"
"NET-0406","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","351","17.6.3","2026-02-19 08:52:42","71","64","0"
"NET-0407","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","293","17.8.4","2026-02-19 08:52:42","49","70","0"
"NET-0408","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Warning","291","17.6.2","2026-02-18 18:52:42","54","66","0"
"NET-0409","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","18","17.7.1","2026-02-19 04:52:42","46","74","0"
