"WeekStartDate","Campus","GradeBand","Capacity","TotalEnrolled","CapacityUtilPct","NewTransfersIn","TransfersOut","ActiveAccountsPct"
"2025-06-19","Bear Creek MS","Middle","1050","913","87","1","5","99.5"
"2025-06-19","Timberview MS","Middle","1000","835","84","2","11","98.2"
"2025-06-19","Ridgeview MS","Middle","980","843","86","2","11","99.6"
"2025-06-19","Shady Grove Elem","Elementary","800","702","88","1","9","97.4"
"2025-06-19","Parkwood Elem","Elementary","780","661","85","2","6","97.2"
"2025-06-19","Willowbrook Elem","Elementary","760","614","81","1","11","99.3"
"2025-06-19","Willis Lane Elem","Elementary","750","661","88","2","10","97.3"
"2025-06-19","Florence Elem","Elementary","740","596","80","3","12","98.2"
"2025-06-19","Basswood Elem","Elementary","730","617","84","3","13","98.1"
"2025-06-19","Parkview Elem","Elementary","720","607","84","3","12","99.8"
"2025-06-19","Liberty Elem","Elementary","710","608","86","2","4","97.2"
"2025-06-19","North Star Elem","Elementary","700","584","83","1","3","97"
"2025-06-19","Ridgeview Elem","Elementary","690","598","87","3","9","99.7"
"2025-06-19","Hidden Lakes Elem","Elementary","680","575","85","3","3","98.8"
"2025-06-19","Bluebonnet Elem","Elementary","670","573","86","3","5","99.9"
"2025-06-26","Keller HS","High School","2800","2366","84","0","11","97.6"
"2025-06-26","Timber Creek HS","High School","2700","2299","85","3","13","99.8"
"2025-06-26","Central HS","High School","2600","2223","86","3","12","97.6"
"2025-06-26","Foster HS","High School","2500","2107","84","4","7","98.7"
"2025-06-26","Indian Springs MS","Middle","1200","997","83","2","14","98.8"
"2025-06-26","Hillwood MS","Middle","1150","977","85","4","7","97"
"2025-06-26","Trinity Springs MS","Middle","1100","940","86","0","14","99.7"
"2025-06-26","Bear Creek MS","Middle","1050","895","85","1","14","97.2"
"2025-06-26","Timberview MS","Middle","1000","872","87","1","5","97.7"
"2025-06-26","Ridgeview MS","Middle","980","847","86","3","10","99.1"
"2025-06-26","Shady Grove Elem","Elementary","800","700","88","4","11","99.2"
"2025-06-26","Parkwood Elem","Elementary","780","657","84","4","8","99.6"
"2025-06-26","Willowbrook Elem","Elementary","760","612","80","0","4","97.3"
"2025-06-26","Willis Lane Elem","Elementary","750","642","86","2","11","97.1"
"2025-06-26","Florence Elem","Elementary","740","620","84","0","14","99.7"
"2025-06-26","Basswood Elem","Elementary","730","603","83","1","3","98.7"
"2025-06-26","Parkview Elem","Elementary","720","637","88","4","6","97.8"
"2025-06-26","Liberty Elem","Elementary","710","612","86","3","7","97"
"2025-06-26","North Star Elem","Elementary","700","614","88","4","12","98.7"
"2025-06-26","Ridgeview Elem","Elementary","690","597","86","4","9","99.3"
"2025-06-26","Hidden Lakes Elem","Elementary","680","553","81","1","12","97"
"2025-06-26","Bluebonnet Elem","Elementary","670","575","86","2","3","99.6"
"2025-07-03","Keller HS","High School","2800","2072","74","1","2","97.7"
"2025-07-03","Timber Creek HS","High School","2700","1991","74","2","1","99"
"2025-07-03","Central HS","High School","2600","1921","74","4","1","97.2"
"2025-07-03","Foster HS","High School","2500","1871","75","2","0","99.9"
"2025-07-03","Indian Springs MS","Middle","1200","889","74","0","2","99.2"
"2025-07-03","Hillwood MS","Middle","1150","848","74","3","0","98.3"
"2025-07-03","Trinity Springs MS","Middle","1100","840","76","2","1","99.3"
"2025-07-03","Bear Creek MS","Middle","1050","805","77","0","0","99.8"
"2025-07-03","Timberview MS","Middle","1000","737","74","3","0","98.7"
"2025-07-03","Ridgeview MS","Middle","980","750","76","1","0","97.7"
"2025-07-03","Shady Grove Elem","Elementary","800","593","74","0","2","98.2"
"2025-07-03","Parkwood Elem","Elementary","780","570","73","0","1","97.8"
"2025-07-03","Willowbrook Elem","Elementary","760","592","78","4","1","99.8"
"2025-07-03","Willis Lane Elem","Elementary","750","550","73","0","0","99.3"
"2025-07-03","Florence Elem","Elementary","740","568","77","1","2","100"
"2025-07-03","Basswood Elem","Elementary","730","541","74","4","2","99.6"
"2025-07-03","Parkview Elem","Elementary","720","565","78","2","0","98.5"
"2025-07-03","Liberty Elem","Elementary","710","513","72","3","0","97.6"
"2025-07-03","North Star Elem","Elementary","700","519","74","2","2","99.6"
"2025-07-03","Ridgeview Elem","Elementary","690","494","72","1","1","99.9"
"2025-07-03","Hidden Lakes Elem","Elementary","680","521","77","2","2","98.1"
"2025-07-03","Bluebonnet Elem","Elementary","670","521","78","3","2","100"
"2025-07-10","Keller HS","High School","2800","2066","74","1","1","99.5"
"2025-07-10","Timber Creek HS","High School","2700","2036","75","0","1","99.6"
"2025-07-10","Central HS","High School","2600","1945","75","4","2","97.4"
"2025-07-10","Foster HS","High School","2500","1894","76","3","0","98.1"
"2025-07-10","Indian Springs MS","Middle","1200","895","75","4","0","97.2"
"2025-07-10","Hillwood MS","Middle","1150","872","76","3","0","98.1"
"2025-07-10","Trinity Springs MS","Middle","1100","815","74","0","1","98.2"
"2025-07-10","Bear Creek MS","Middle","1050","786","75","3","0","97"
"2025-07-10","Timberview MS","Middle","1000","749","75","2","1","98.5"
"2025-07-10","Ridgeview MS","Middle","980","712","73","3","0","97.6"
"2025-07-10","Shady Grove Elem","Elementary","800","617","77","1","0","97.2"
"2025-07-10","Parkwood Elem","Elementary","780","586","75","0","2","97.9"
"2025-07-10","Willowbrook Elem","Elementary","760","557","73","1","0","99.1"
"2025-07-10","Willis Lane Elem","Elementary","750","574","76","2","0","98.2"
"2025-07-10","Florence Elem","Elementary","740","541","73","0","1","99.8"
"2025-07-10","Basswood Elem","Elementary","730","552","76","3","1","98.6"
"2025-07-10","Parkview Elem","Elementary","720","556","77","3","0","98.6"
"2025-07-10","Liberty Elem","Elementary","710","539","76","0","2","98"
"2025-07-10","North Star Elem","Elementary","700","497","71","3","0","98.4"
"2025-07-10","Ridgeview Elem","Elementary","690","489","71","0","1","98"
"2025-07-10","Hidden Lakes Elem","Elementary","680","518","76","4","2","97.6"
"2025-07-10","Bluebonnet Elem","Elementary","670","507","76","3","1","99.6"
"2025-07-17","Keller HS","High School","2800","2106","75","1","1","99.5"
"2025-07-17","Timber Creek HS","High School","2700","2040","76","0","1","99.6"
"2025-07-17","Central HS","High School","2600","1936","74","2","1","99.3"
"2025-07-17","Foster HS","High School","2500","1885","75","0","1","97.9"
"2025-07-17","Indian Springs MS","Middle","1200","908","76","0","2","98.5"
"2025-07-17","Hillwood MS","Middle","1150","847","74","2","2","98"
"2025-07-17","Trinity Springs MS","Middle","1100","833","76","3","1","98.8"
"2025-07-17","Bear Creek MS","Middle","1050","800","76","4","1","99.9"
"2025-07-17","Timberview MS","Middle","1000","726","73","3","1","97.1"
"2025-07-17","Ridgeview MS","Middle","980","730","74","2","0","98.7"
"2025-07-17","Shady Grove Elem","Elementary","800","580","72","2","0","98"
"2025-07-17","Parkwood Elem","Elementary","780","582","75","1","0","98.9"
"2025-07-17","Willowbrook Elem","Elementary","760","584","77","2","1","97.5"
"2025-07-17","Willis Lane Elem","Elementary","750","567","76","2","0","98.8"
"2025-07-17","Florence Elem","Elementary","740","554","75","4","2","97.8"
"2025-07-17","Basswood Elem","Elementary","730","567","78","2","1","99.3"
"2025-07-17","Parkview Elem","Elementary","720","513","71","0","2","97.4"
"2025-07-17","Liberty Elem","Elementary","710","540","76","0","1","99.5"
"2025-07-17","North Star Elem","Elementary","700","550","79","1","0","97.5"
"2025-07-17","Ridgeview Elem","Elementary","690","540","78","4","1","98.9"
"2025-07-17","Hidden Lakes Elem","Elementary","680","509","75","0","0","97.1"
"2025-07-17","Bluebonnet Elem","Elementary","670","529","79","1","2","99.2"
"2025-07-24","Keller HS","High School","2800","2099","75","2","2","97.2"
"2025-07-24","Timber Creek HS","High School","2700","2027","75","3","0","99.2"
"2025-07-24","Central HS","High School","2600","1957","75","1","0","97"
"2025-07-24","Foster HS","High School","2500","1847","74","2","2","97.3"
"2025-07-24","Indian Springs MS","Middle","1200","911","76","1","1","98.7"
"2025-07-24","Hillwood MS","Middle","1150","881","77","0","2","98.2"
"2025-07-24","Trinity Springs MS","Middle","1100","845","77","4","1","97.5"
"2025-07-24","Bear Creek MS","Middle","1050","780","74","1","0","99.4"
"2025-07-24","Timberview MS","Middle","1000","755","76","1","1","98.9"
"2025-07-24","Ridgeview MS","Middle","980","731","75","2","0","97.6"
"2025-07-24","Shady Grove Elem","Elementary","800","598","75","3","1","99.4"
"2025-07-24","Parkwood Elem","Elementary","780","607","78","2","2","99.6"
"2025-07-24","Willowbrook Elem","Elementary","760","539","71","2","2","99.7"
"2025-07-24","Willis Lane Elem","Elementary","750","573","76","0","1","98"
"2025-07-24","Florence Elem","Elementary","740","554","75","3","2","99.2"
"2025-07-24","Basswood Elem","Elementary","730","551","76","2","2","98.3"
"2025-07-24","Parkview Elem","Elementary","720","554","77","1","2","98.5"
"2025-07-24","Liberty Elem","Elementary","710","534","75","2","2","98"
"2025-07-24","North Star Elem","Elementary","700","516","74","1","1","97.8"
"2025-07-24","Ridgeview Elem","Elementary","690","538","78","0","1","99.3"
"2025-07-24","Hidden Lakes Elem","Elementary","680","507","75","4","2","97.2"
"2025-07-24","Bluebonnet Elem","Elementary","670","513","77","3","1","97"
"2025-07-31","Keller HS","High School","2800","2090","75","2","1","99.8"
"2025-07-31","Timber Creek HS","High School","2700","2021","75","1","0","97.7"
"2025-07-31","Central HS","High School","2600","1947","75","1","2","99"
"2025-07-31","Foster HS","High School","2500","1862","74","1","1","98.9"
"2025-07-31","Indian Springs MS","Middle","1200","910","76","4","2","97.2"
"2025-07-31","Hillwood MS","Middle","1150","842","73","0","0","97.6"
"2025-07-31","Trinity Springs MS","Middle","1100","819","74","3","1","98.7"
"2025-07-31","Bear Creek MS","Middle","1050","798","76","2","2","98.4"
"2025-07-31","Timberview MS","Middle","1000","751","75","0","1","97.1"
"2025-07-31","Ridgeview MS","Middle","980","749","76","3","0","98.8"
"2025-07-31","Shady Grove Elem","Elementary","800","582","73","0","2","97.6"
"2025-07-31","Parkwood Elem","Elementary","780","573","74","4","2","97.5"
"2025-07-31","Willowbrook Elem","Elementary","760","575","76","4","0","100"
"2025-07-31","Willis Lane Elem","Elementary","750","532","71","3","0","99.5"
"2025-07-31","Florence Elem","Elementary","740","577","78","2","0","97.7"
"2025-07-31","Basswood Elem","Elementary","730","526","72","1","1","99.4"
"2025-07-31","Parkview Elem","Elementary","720","552","77","0","1","99.8"
"2025-07-31","Liberty Elem","Elementary","710","553","78","2","2","99.7"
"2025-07-31","North Star Elem","Elementary","700","525","75","4","2","99.7"
"2025-07-31","Ridgeview Elem","Elementary","690","519","75","0","1","99.1"
"2025-07-31","Hidden Lakes Elem","Elementary","680","489","72","0","1","99.6"
"2025-07-31","Bluebonnet Elem","Elementary","670","494","74","1","1","99.4"
"2025-08-07","Keller HS","High School","2800","2563","92","8","1","98.8"
"2025-08-07","Timber Creek HS","High School","2700","2468","91","9","2","99.3"
"2025-08-07","Central HS","High School","2600","2379","92","24","0","99.7"
"2025-08-07","Foster HS","High School","2500","2309","92","22","0","99.4"
"2025-08-07","Indian Springs MS","Middle","1200","1085","90","22","1","99.8"
"2025-08-07","Hillwood MS","Middle","1150","1044","91","22","1","97.8"
"2025-08-07","Trinity Springs MS","Middle","1100","1022","93","11","2","97.2"
"2025-08-07","Bear Creek MS","Middle","1050","957","91","9","0","97.1"
"2025-08-07","Timberview MS","Middle","1000","918","92","8","1","100"
"2025-08-07","Ridgeview MS","Middle","980","898","92","11","2","97.8"
"2025-08-07","Shady Grove Elem","Elementary","800","725","91","9","2","99"
"2025-08-07","Parkwood Elem","Elementary","780","697","89","18","0","97.6"
"2025-08-07","Willowbrook Elem","Elementary","760","678","89","6","2","97.3"
"2025-08-07","Willis Lane Elem","Elementary","750","697","93","19","2","99.8"
"2025-08-07","Florence Elem","Elementary","740","703","95","15","1","99"
"2025-08-07","Basswood Elem","Elementary","730","663","91","12","1","97.5"
"2025-08-07","Parkview Elem","Elementary","720","678","94","7","2","99.3"
"2025-08-07","Liberty Elem","Elementary","710","675","95","18","0","97.9"
"2025-08-07","North Star Elem","Elementary","700","618","88","11","0","99.4"
"2025-08-07","Ridgeview Elem","Elementary","690","618","90","23","1","99.9"
"2025-08-07","Hidden Lakes Elem","Elementary","680","635","93","24","0","100"
"2025-08-07","Bluebonnet Elem","Elementary","670","613","92","7","2","99.4"
"2025-08-14","Keller HS","High School","2800","2550","91","11","0","97.5"
"2025-08-14","Timber Creek HS","High School","2700","2472","92","18","1","97.2"
"2025-08-14","Central HS","High School","2600","2371","91","7","0","99.4"
"2025-08-14","Foster HS","High School","2500","2274","91","16","1","99.8"
"2025-08-14","Indian Springs MS","Middle","1200","1114","93","5","0","99.8"
"2025-08-14","Hillwood MS","Middle","1150","1056","92","11","2","98.3"
"2025-08-14","Trinity Springs MS","Middle","1100","977","89","8","0","97.7"
"2025-08-14","Bear Creek MS","Middle","1050","983","94","11","1","97.7"
"2025-08-14","Timberview MS","Middle","1000","917","92","10","2","97.6"
"2025-08-14","Ridgeview MS","Middle","980","873","89","19","2","97.9"
"2025-08-14","Shady Grove Elem","Elementary","800","756","94","20","1","97.8"
"2025-08-14","Parkwood Elem","Elementary","780","716","92","22","0","97.7"
"2025-08-14","Willowbrook Elem","Elementary","760","668","88","8","1","97.6"
"2025-08-14","Willis Lane Elem","Elementary","750","674","90","9","2","99.9"
"2025-08-14","Florence Elem","Elementary","740","694","94","11","0","98.2"
"2025-08-14","Basswood Elem","Elementary","730","652","89","23","0","98.5"
"2025-08-14","Parkview Elem","Elementary","720","629","87","9","2","99.2"
"2025-08-14","Liberty Elem","Elementary","710","624","88","13","1","99.8"
"2025-08-14","North Star Elem","Elementary","700","637","91","6","2","97.4"
"2025-08-14","Ridgeview Elem","Elementary","690","655","95","11","2","99.5"
"2025-08-14","Hidden Lakes Elem","Elementary","680","596","88","21","0","99.4"
"2025-08-14","Bluebonnet Elem","Elementary","670","619","92","16","0","97.6"
"2025-08-21","Keller HS","High School","2800","2564","92","5","2","99.7"
"2025-08-21","Timber Creek HS","High School","2700","2486","92","9","2","97"
"2025-08-21","Central HS","High School","2600","2408","93","13","1","99.7"
"2025-08-21","Foster HS","High School","2500","2304","92","15","1","99.9"
"2025-08-21","Indian Springs MS","Middle","1200","1070","89","15","0","99.6"
"2025-08-21","Hillwood MS","Middle","1150","1074","93","17","0","98"
"2025-08-21","Trinity Springs MS","Middle","1100","978","89","17","2","99.1"
"2025-08-21","Bear Creek MS","Middle","1050","981","93","6","2","97.7"
"2025-08-21","Timberview MS","Middle","1000","913","91","17","2","99.8"
"2025-08-21","Ridgeview MS","Middle","980","874","89","22","2","97.2"
"2025-08-21","Shady Grove Elem","Elementary","800","707","88","16","2","97.7"
"2025-08-21","Parkwood Elem","Elementary","780","714","92","10","1","99.6"
"2025-08-21","Willowbrook Elem","Elementary","760","709","93","5","2","99.9"
"2025-08-21","Willis Lane Elem","Elementary","750","709","94","5","1","99.1"
"2025-08-21","Florence Elem","Elementary","740","666","90","9","2","98.8"
"2025-08-21","Basswood Elem","Elementary","730","652","89","13","0","97.6"
"2025-08-21","Parkview Elem","Elementary","720","639","89","23","0","97.8"
"2025-08-21","Liberty Elem","Elementary","710","662","93","8","1","99.3"
"2025-08-21","North Star Elem","Elementary","700","664","95","19","0","99.4"
"2025-08-21","Ridgeview Elem","Elementary","690","635","92","18","0","99.9"
"2025-08-21","Hidden Lakes Elem","Elementary","680","632","93","5","2","98.3"
"2025-08-21","Bluebonnet Elem","Elementary","670","616","92","6","2","97.6"
"2025-08-28","Keller HS","High School","2800","2576","92","15","1","98.1"
"2025-08-28","Timber Creek HS","High School","2700","2471","92","22","1","98.2"
"2025-08-28","Central HS","High School","2600","2354","90","10","1","99"
"2025-08-28","Foster HS","High School","2500","2280","91","16","1","99.5"
"2025-08-28","Indian Springs MS","Middle","1200","1072","89","19","0","99.6"
"2025-08-28","Hillwood MS","Middle","1150","1034","90","19","2","97"
"2025-08-28","Trinity Springs MS","Middle","1100","987","90","11","0","98.4"
"2025-08-28","Bear Creek MS","Middle","1050","939","89","22","0","98.1"
"2025-08-28","Timberview MS","Middle","1000","935","94","20","2","97.4"
"2025-08-28","Ridgeview MS","Middle","980","904","92","9","2","97.5"
"2025-08-28","Shady Grove Elem","Elementary","800","758","95","10","0","99.6"
"2025-08-28","Parkwood Elem","Elementary","780","704","90","23","0","99.3"
"2025-08-28","Willowbrook Elem","Elementary","760","685","90","16","2","98.3"
"2025-08-28","Willis Lane Elem","Elementary","750","660","88","6","0","98.4"
"2025-08-28","Florence Elem","Elementary","740","679","92","13","1","99.9"
"2025-08-28","Basswood Elem","Elementary","730","647","89","19","1","99.1"
"2025-08-28","Parkview Elem","Elementary","720","686","95","20","0","97.2"
"2025-08-28","Liberty Elem","Elementary","710","648","91","23","0","98.2"
"2025-08-28","North Star Elem","Elementary","700","625","89","18","1","97.2"
"2025-08-28","Ridgeview Elem","Elementary","690","629","91","16","2","99.4"
"2025-08-28","Hidden Lakes Elem","Elementary","680","611","90","10","1","99.8"
"2025-08-28","Bluebonnet Elem","Elementary","670","634","95","6","0","97.8"
"2025-09-04","Keller HS","High School","2800","2586","92","8","2","98"
"2025-09-04","Timber Creek HS","High School","2700","2450","91","23","1","97.4"
"2025-09-04","Central HS","High School","2600","2352","90","22","2","99.5"
"2025-09-04","Foster HS","High School","2500","2294","92","15","2","99.9"
"2025-09-04","Indian Springs MS","Middle","1200","1109","92","15","0","99.2"
"2025-09-04","Hillwood MS","Middle","1150","1064","92","17","1","97.7"
"2025-09-04","Trinity Springs MS","Middle","1100","1031","94","22","0","98.6"
"2025-09-04","Bear Creek MS","Middle","1050","987","94","22","1","97.9"
"2025-09-04","Timberview MS","Middle","1000","924","92","12","2","98.9"
"2025-09-04","Ridgeview MS","Middle","980","890","91","13","2","97.9"
"2025-09-04","Shady Grove Elem","Elementary","800","731","91","14","2","98.9"
"2025-09-04","Parkwood Elem","Elementary","780","689","88","12","2","99.2"
"2025-09-04","Willowbrook Elem","Elementary","760","668","88","10","1","99.8"
"2025-09-04","Willis Lane Elem","Elementary","750","696","93","23","1","97.7"
"2025-09-04","Florence Elem","Elementary","740","655","88","17","2","99.1"
"2025-09-04","Basswood Elem","Elementary","730","651","89","13","1","99"
"2025-09-04","Parkview Elem","Elementary","720","646","90","22","0","97.9"
"2025-09-04","Liberty Elem","Elementary","710","636","90","21","2","99"
"2025-09-04","North Star Elem","Elementary","700","660","94","11","0","99.6"
"2025-09-04","Ridgeview Elem","Elementary","690","616","89","10","1","98"
"2025-09-04","Hidden Lakes Elem","Elementary","680","644","95","17","0","98.7"
"2025-09-04","Bluebonnet Elem","Elementary","670","611","91","16","2","99.8"
"2025-09-11","Keller HS","High School","2800","2552","91","11","2","98.9"
"2025-09-11","Timber Creek HS","High School","2700","2441","90","6","1","99.5"
"2025-09-11","Central HS","High School","2600","2409","93","17","1","97"
"2025-09-11","Foster HS","High School","2500","2281","91","20","0","99.8"
"2025-09-11","Indian Springs MS","Middle","1200","1086","90","6","0","99"
"2025-09-11","Hillwood MS","Middle","1150","1044","91","8","1","98.2"
"2025-09-11","Trinity Springs MS","Middle","1100","1033","94","14","0","98"
"2025-09-11","Bear Creek MS","Middle","1050","976","93","10","1","97.4"
"2025-09-11","Timberview MS","Middle","1000","899","90","9","0","97.5"
"2025-09-11","Ridgeview MS","Middle","980","897","92","5","1","99.6"
"2025-09-11","Shady Grove Elem","Elementary","800","741","93","12","0","99.7"
"2025-09-11","Parkwood Elem","Elementary","780","740","95","18","0","98.3"
"2025-09-11","Willowbrook Elem","Elementary","760","667","88","9","1","97.8"
"2025-09-11","Willis Lane Elem","Elementary","750","701","94","14","0","98.2"
"2025-09-11","Florence Elem","Elementary","740","705","95","11","1","97.6"
"2025-09-11","Basswood Elem","Elementary","730","687","94","24","0","99.2"
"2025-09-11","Parkview Elem","Elementary","720","649","90","13","1","98.5"
"2025-09-11","Liberty Elem","Elementary","710","647","91","5","0","99.2"
"2025-09-11","North Star Elem","Elementary","700","646","92","9","0","98.7"
"2025-09-11","Ridgeview Elem","Elementary","690","623","90","12","2","99.8"
"2025-09-11","Hidden Lakes Elem","Elementary","680","645","95","22","1","97.1"
"2025-09-11","Bluebonnet Elem","Elementary","670","640","96","10","2","97.8"
"2025-09-18","Keller HS","High School","2800","2592","93","10","2","97.4"
"2025-09-18","Timber Creek HS","High School","2700","2441","90","18","2","98.1"
"2025-09-18","Central HS","High School","2600","2372","91","13","2","97.8"
"2025-09-18","Foster HS","High School","2500","2260","90","14","1","98.2"
"2025-09-18","Indian Springs MS","Middle","1200","1113","93","11","2","98.3"
"2025-09-18","Hillwood MS","Middle","1150","1032","90","22","2","99.9"
"2025-09-18","Trinity Springs MS","Middle","1100","990","90","20","2","97.9"
"2025-09-18","Bear Creek MS","Middle","1050","947","90","21","1","98.5"
"2025-09-18","Timberview MS","Middle","1000","932","93","24","2","98.7"
"2025-09-18","Ridgeview MS","Middle","980","882","90","8","0","98.2"
"2025-09-18","Shady Grove Elem","Elementary","800","751","94","10","0","99.9"
"2025-09-18","Parkwood Elem","Elementary","780","715","92","24","2","98.6"
"2025-09-18","Willowbrook Elem","Elementary","760","715","94","8","1","99.1"
"2025-09-18","Willis Lane Elem","Elementary","750","680","91","11","2","99.5"
"2025-09-18","Florence Elem","Elementary","740","680","92","12","1","97.9"
"2025-09-18","Basswood Elem","Elementary","730","681","93","10","0","99.5"
"2025-09-18","Parkview Elem","Elementary","720","664","92","23","2","99.7"
"2025-09-18","Liberty Elem","Elementary","710","668","94","23","1","99.4"
"2025-09-18","North Star Elem","Elementary","700","620","89","18","2","99.9"
"2025-09-18","Ridgeview Elem","Elementary","690","620","90","22","2","99.7"
"2025-09-18","Hidden Lakes Elem","Elementary","680","631","93","5","0","98.1"
"2025-09-18","Bluebonnet Elem","Elementary","670","593","88","7","2","98.3"
"2025-09-25","Keller HS","High School","2800","2587","92","18","0","99.1"
"2025-09-25","Timber Creek HS","High School","2700","2461","91","20","0","98.1"
"2025-09-25","Central HS","High School","2600","2404","92","23","2","98.2"
"2025-09-25","Foster HS","High School","2500","2278","91","7","1","97"
"2025-09-25","Indian Springs MS","Middle","1200","1073","89","8","0","97.2"
"2025-09-25","Hillwood MS","Middle","1150","1027","89","18","0","97.1"
"2025-09-25","Trinity Springs MS","Middle","1100","1032","94","9","2","99.6"
"2025-09-25","Bear Creek MS","Middle","1050","935","89","21","2","99.2"
"2025-09-25","Timberview MS","Middle","1000","896","90","24","0","99.1"
"2025-09-25","Ridgeview MS","Middle","980","909","93","6","2","98.6"
"2025-09-25","Shady Grove Elem","Elementary","800","731","91","21","1","97.5"
"2025-09-25","Parkwood Elem","Elementary","780","729","94","9","0","99.8"
"2025-09-25","Willowbrook Elem","Elementary","760","723","95","5","1","98.3"
"2025-09-25","Willis Lane Elem","Elementary","750","674","90","15","0","97.3"
"2025-09-25","Florence Elem","Elementary","740","678","92","21","1","97.4"
"2025-09-25","Basswood Elem","Elementary","730","669","92","16","0","99.7"
"2025-09-25","Parkview Elem","Elementary","720","648","90","11","1","98"
"2025-09-25","Liberty Elem","Elementary","710","643","91","5","2","98.9"
"2025-09-25","North Star Elem","Elementary","700","659","94","21","0","98.8"
"2025-09-25","Ridgeview Elem","Elementary","690","656","95","8","0","97.9"
"2025-09-25","Hidden Lakes Elem","Elementary","680","650","96","18","1","97.6"
"2025-09-25","Bluebonnet Elem","Elementary","670","609","91","16","1","97.5"
"2025-10-02","Keller HS","High School","2800","2439","87","3","0","98"
"2025-10-02","Timber Creek HS","High School","2700","2376","88","2","1","99.2"
"2025-10-02","Central HS","High School","2600","2259","87","4","2","97"
"2025-10-02","Foster HS","High School","2500","2187","88","0","1","97.8"
"2025-10-02","Indian Springs MS","Middle","1200","1048","87","1","1","98"
"2025-10-02","Hillwood MS","Middle","1150","1036","90","1","2","98.1"
"2025-10-02","Trinity Springs MS","Middle","1100","985","90","1","1","98.6"
"2025-10-02","Bear Creek MS","Middle","1050","952","91","4","1","98.8"
"2025-10-02","Timberview MS","Middle","1000","899","90","1","0","97"
"2025-10-02","Ridgeview MS","Middle","980","890","91","0","1","99.7"
"2025-10-02","Shady Grove Elem","Elementary","800","727","91","2","2","97.8"
"2025-10-02","Parkwood Elem","Elementary","780","711","91","1","1","98.1"
"2025-10-02","Willowbrook Elem","Elementary","760","687","90","4","1","97.7"
"2025-10-02","Willis Lane Elem","Elementary","750","639","85","4","1","99.8"
"2025-10-02","Florence Elem","Elementary","740","624","84","4","2","97.6"
"2025-10-02","Basswood Elem","Elementary","730","622","85","2","1","98.5"
"2025-10-02","Parkview Elem","Elementary","720","608","84","3","1","97.4"
"2025-10-02","Liberty Elem","Elementary","710","625","88","4","2","97.9"
"2025-10-02","North Star Elem","Elementary","700","620","89","0","1","97.2"
"2025-10-02","Ridgeview Elem","Elementary","690","596","86","4","0","97.4"
"2025-10-02","Hidden Lakes Elem","Elementary","680","605","89","1","1","97.4"
"2025-10-02","Bluebonnet Elem","Elementary","670","619","92","4","1","98"
"2025-10-09","Keller HS","High School","2800","2478","88","1","1","98.2"
"2025-10-09","Timber Creek HS","High School","2700","2382","88","1","0","98.3"
"2025-10-09","Central HS","High School","2600","2316","89","1","2","97.4"
"2025-10-09","Foster HS","High School","2500","2200","88","1","0","98.9"
"2025-10-09","Indian Springs MS","Middle","1200","1059","88","4","2","98.1"
"2025-10-09","Hillwood MS","Middle","1150","1018","88","1","1","100"
"2025-10-09","Trinity Springs MS","Middle","1100","959","87","1","0","98.1"
"2025-10-09","Bear Creek MS","Middle","1050","950","90","0","0","98.6"
"2025-10-09","Timberview MS","Middle","1000","905","90","2","0","97.8"
"2025-10-09","Ridgeview MS","Middle","980","890","91","2","2","97.7"
"2025-10-09","Shady Grove Elem","Elementary","800","720","90","1","2","99.7"
"2025-10-09","Parkwood Elem","Elementary","780","677","87","3","1","98.8"
"2025-10-09","Willowbrook Elem","Elementary","760","643","85","1","1","99.8"
"2025-10-09","Willis Lane Elem","Elementary","750","668","89","4","0","98.2"
"2025-10-09","Florence Elem","Elementary","740","623","84","3","2","100"
"2025-10-09","Basswood Elem","Elementary","730","621","85","4","0","97.3"
"2025-10-09","Parkview Elem","Elementary","720","616","86","0","0","99.8"
"2025-10-09","Liberty Elem","Elementary","710","604","85","2","2","99.2"
"2025-10-09","North Star Elem","Elementary","700","614","88","3","0","98.6"
"2025-10-09","Ridgeview Elem","Elementary","690","599","87","2","1","97.3"
"2025-10-09","Hidden Lakes Elem","Elementary","680","612","90","4","2","97.2"
"2025-10-09","Bluebonnet Elem","Elementary","670","600","90","3","1","98.5"
"2025-10-16","Keller HS","High School","2800","2483","89","2","2","99.4"
"2025-10-16","Timber Creek HS","High School","2700","2366","88","0","1","98.1"
"2025-10-16","Central HS","High School","2600","2316","89","4","0","98.8"
"2025-10-16","Foster HS","High School","2500","2187","88","1","1","97.1"
"2025-10-16","Indian Springs MS","Middle","1200","1041","87","1","2","99.7"
"2025-10-16","Hillwood MS","Middle","1150","1023","89","3","2","97.7"
"2025-10-16","Trinity Springs MS","Middle","1100","989","90","3","0","97.5"
"2025-10-16","Bear Creek MS","Middle","1050","927","88","0","2","100"
"2025-10-16","Timberview MS","Middle","1000","879","88","2","2","97.6"
"2025-10-16","Ridgeview MS","Middle","980","851","87","4","2","99.6"
"2025-10-16","Shady Grove Elem","Elementary","800","721","90","4","2","99"
"2025-10-16","Parkwood Elem","Elementary","780","683","88","2","2","98.3"
"2025-10-16","Willowbrook Elem","Elementary","760","679","89","4","0","99.7"
"2025-10-16","Willis Lane Elem","Elementary","750","630","84","2","0","97.6"
"2025-10-16","Florence Elem","Elementary","740","659","89","1","2","97.3"
"2025-10-16","Basswood Elem","Elementary","730","634","87","1","0","98.9"
